,id,trd_latest,over_trd_latest_mean
6048,U32FA6A,59,1
6049,U32FBE4,46,0
6050,U32FE21,51,0
6051,U33055D,57,1
6052,U330899,58,1
6053,U330A18,59,1
6054,U330E52,60,1
6055,U33137F,40,0
6056,U3313CB,58,1
6057,U33158B,59,1
6058,U331878,51,0
6059,U331A41,55,1
6060,U331AC0,56,1
6061,U331F02,60,1
6062,U331F9E,59,1
6063,U33214E,51,0
6064,U3321A4,57,1
6065,U332397,56,1
6066,U33259C,59,1
6067,U332870,60,1
6068,U332879,51,0
6069,U332958,60,1
6070,U332960,60,1
6071,U332B77,52,1
6072,U332C91,53,1
6073,U333214,59,1
6074,U33327C,60,1
6075,U33335B,57,1
6076,U333425,51,0
6077,U33390A,60,1
6078,U33390C,47,0
6079,U33394D,35,0
6080,U333B73,33,0
6081,U333C3F,60,1
6082,U333D80,58,1
6083,U333DBC,51,0
6084,U333E00,60,1
6085,U3341EB,56,1
6086,U33442B,57,1
6087,U33450E,60,1
6088,U334930,58,1
6089,U334B7C,56,1
6090,U334F60,57,1
6091,U334FDA,51,0
6092,U335140,60,1
6093,U3352C1,31,0
6094,U3352C5,51,0
6095,U335328,54,1
6096,U33539B,50,0
6097,U33564F,51,0
6098,U335766,56,1
6099,U33586C,56,1
6100,U335A6A,60,1
6101,U335DBD,57,1
6102,U335F4B,51,0
6103,U335FC3,57,1
6104,U3360D3,54,1
6105,U33630E,41,0
6106,U336923,56,1
6107,U336C90,58,1
6108,U336C99,51,0
6109,U336DBC,56,1
6110,U336E38,27,0
6111,U336EF2,60,1
6112,U3370DD,44,0
6113,U3372E2,58,1
6114,U3373C1,59,1
6115,U3373FC,55,1
6116,U337509,53,1
6117,U337B85,58,1
6118,U337F80,60,1
6119,U338183,57,1
6120,U3381D6,44,0
6121,U3382D0,51,0
6122,U338749,57,1
6123,U338CFC,57,1
6124,U338D93,36,0
6125,U338E0F,60,1
6126,U338E1A,60,1
6127,U339075,60,1
6128,U3390BF,58,1
6129,U3396DE,56,1
6130,U33987D,55,1
6131,U3398FE,55,1
6132,U3399B7,60,1
6133,U339A29,51,0
6134,U339A65,51,0
6135,U339B1D,51,0
6136,U339B52,32,0
6137,U339D5F,12,0
6138,U339E02,53,1
6139,U339EA9,53,1
6140,U33A27C,49,0
6141,U33A298,46,0
6142,U33A516,56,1
6143,U33A645,57,1
6144,U33A855,60,1
6145,U33A960,55,1
6146,U33AB7E,34,0
6147,U33ADAE,51,0
6148,U33AF21,57,1
6149,U33B012,58,1
6150,U33B08D,59,1
6151,U33B094,51,0
6152,U33B1B6,40,0
6153,U33B3CD,51,0
6154,U33B502,57,1
6155,U33B6E6,33,0
6156,U33B9EA,51,0
6157,U33C114,60,1
6158,U33C160,59,1
6159,U33C1CA,54,1
6160,U33C43E,60,1
6161,U33C4B3,40,0
6162,U33C69B,60,1
6163,U33C936,60,1
6164,U33CA68,41,0
6165,U33CEB1,51,0
6166,U33CF0A,51,0
6167,U33D12C,48,0
6168,U33D1FB,46,0
6169,U33D349,56,1
6170,U33D412,53,1
6171,U33D423,56,1
6172,U33D4C3,55,1
6173,U33D66D,60,1
6174,U33D685,51,0
6175,U33D69C,51,0
6176,U33D74D,51,0
6177,U33D847,0,0
6178,U33D92E,58,1
6179,U33DA10,58,1
6180,U33DE05,51,0
6181,U33E9B0,27,0
6182,U33EABE,56,1
6183,U33EDD9,60,1
6184,U33EF7E,53,1
6185,U33F205,20,0
6186,U33F793,60,1
6187,U33F91A,51,0
6188,U33FA5F,51,0
6189,U33FC2C,35,0
6190,U33FF50,60,1
6191,U33FFF7,33,0
6192,U34018B,60,1
6193,U340342,60,1
6194,U3403D1,58,1
6195,U3405B2,60,1
6196,U3406B1,56,1
6197,U34085F,51,0
6198,U34095B,59,1
6199,U340A01,60,1
6200,U340EE2,58,1
6201,U3414DB,60,1
6202,U341516,60,1
6203,U3415D5,39,0
6204,U341A0B,58,1
6205,U341DD7,52,1
6206,U341E5F,52,1
6207,U341F22,60,1
6208,U341FB0,55,1
6209,U342005,58,1
6210,U3431B6,60,1
6211,U343303,60,1
6212,U343609,45,0
6213,U343901,58,1
6214,U3439D4,60,1
6215,U343B31,55,1
6216,U343CE3,51,0
6217,U343D13,6,0
6218,U343F91,51,0
6219,U3448A0,47,0
6220,U3448A1,58,1
6221,U344A16,55,1
6222,U344AA8,59,1
6223,U344AE1,56,1
6224,U344BE1,17,0
6225,U344CDD,60,1
6226,U344DC6,60,1
6227,U344E98,55,1
6228,U345106,54,1
6229,U345141,51,0
6230,U3453FB,60,1
6231,U345601,57,1
6232,U34578E,51,0
6233,U346022,56,1
6234,U3465DC,51,0
6235,U346862,60,1
6236,U346908,51,0
6237,U346BC4,60,1
6238,U346E25,56,1
6239,U3476CE,52,1
6240,U3478A9,52,1
6241,U347A8D,57,1
6242,U347D3E,60,1
6243,U347F0D,51,0
6244,U34852B,60,1
6245,U348544,59,1
6246,U34855D,60,1
6247,U348782,57,1
6248,U348CD9,50,0
6249,U348D69,58,1
6250,U348E3A,59,1
6251,U3490A4,60,1
6252,U3490EB,57,1
6253,U34937F,52,1
6254,U3494EB,50,0
6255,U349708,48,0
6256,U34981A,41,0
6257,U349CEC,51,0
6258,U349EAA,51,0
6259,U349F12,60,1
6260,U349F78,58,1
6261,U34A04D,60,1
6262,U34A127,51,0
6263,U34A8F5,56,1
6264,U34AA16,21,0
6265,U34AC67,41,0
6266,U34ACFC,38,0
6267,U34AF0D,60,1
6268,U34B16D,54,1
6269,U34B17F,57,1
6270,U34B1D0,51,0
6271,U34B527,59,1
6272,U34B8C8,56,1
6273,U34B9FE,51,0
6274,U34BAC4,60,1
6275,U34BAE1,58,1
6276,U34BB89,57,1
6277,U34BE0D,60,1
6278,U34BE99,43,0
6279,U34C067,59,1
6280,U34C320,57,1
6281,U34C489,51,0
6282,U34C5A9,60,1
6283,U34C701,57,1
6284,U34CAD4,54,1
6285,U34CFED,52,1
6286,U34D09B,51,0
6287,U34D0A6,55,1
6288,U34D10C,46,0
6289,U34D117,59,1
6290,U34D26E,56,1
6291,U34D2E3,51,0
6292,U34D970,58,1
6293,U34DA3C,49,0
6294,U34DB0C,60,1
6295,U34DB28,56,1
6296,U34DB88,24,0
6297,U34DC52,60,1
6298,U34DDCB,45,0
6299,U34DEBD,40,0
6300,U34DFFD,51,0
6301,U34E0BB,60,1
6302,U34E341,59,1
6303,U34E46F,31,0
6304,U34E615,7,0
6305,U34E693,60,1
6306,U34EEE1,53,1
6307,U34F01A,60,1
6308,U34F23B,31,0
6309,U34F3EB,60,1
6310,U34F6BC,51,0
6311,U34FB43,51,0
6312,U34FB77,59,1
6313,U34FCED,60,1
6314,U34FDE0,56,1
6315,U34FEF4,56,1
6316,U35080E,51,0
6317,U3508CD,56,1
6318,U3508F2,59,1
6319,U351238,33,0
6320,U3513AA,60,1
6321,U35144C,58,1
6322,U351467,54,1
6323,U351B09,58,1
6324,U351C8D,60,1
6325,U351EAB,56,1
6326,U35215D,59,1
6327,U3521DF,31,0
6328,U3524A7,51,0
6329,U3524A8,17,0
6330,U35273E,51,0
6331,U352744,60,1
6332,U352765,21,0
6333,U3530AE,44,0
6334,U353877,60,1
6335,U354081,48,0
6336,U354296,49,0
6337,U35431E,44,0
6338,U35459C,39,0
6339,U354864,48,0
6340,U354D1C,60,1
6341,U354E9E,58,1
6342,U354F60,60,1
6343,U355073,60,1
6344,U35573D,56,1
6345,U355952,58,1
6346,U3559B6,51,0
6347,U355A0D,58,1
6348,U355A8A,14,0
6349,U355D9F,38,0
6350,U356033,57,1
6351,U356374,60,1
6352,U35641F,56,1
6353,U35653C,51,0
6354,U356661,58,1
6355,U3567D3,51,0
6356,U356B03,56,1
6357,U356C0F,60,1
6358,U356D42,54,1
6359,U356D81,60,1
6360,U356E2E,58,1
6361,U356E6E,27,0
6362,U356E87,51,0
6363,U356F93,60,1
6364,U3571D2,23,0
6365,U35729C,60,1
6366,U3572D4,59,1
6367,U35741A,57,1
6368,U357532,52,1
6369,U357807,60,1
6370,U357865,51,0
6371,U357B1D,51,0
6372,U357BE4,54,1
6373,U357BF6,43,0
6374,U358151,53,1
6375,U358236,31,0
6376,U358385,55,1
6377,U358396,59,1
6378,U3589E8,40,0
6379,U358A76,56,1
6380,U358EB1,51,0
6381,U358F66,60,1
6382,U359506,51,0
6383,U359512,33,0
6384,U3595AF,60,1
6385,U359627,51,0
6386,U359789,35,0
6387,U359D05,51,0
6388,U359FD4,56,1
6389,U35A04C,50,0
6390,U35A070,35,0
6391,U35A31A,59,1
6392,U35A693,40,0
6393,U35A6AD,60,1
6394,U35A7DF,17,0
6395,U35ADF1,58,1
6396,U35AE56,60,1
6397,U35AEA2,58,1
6398,U35B550,50,0
6399,U35B7A7,60,1
6400,U35B981,58,1
6401,U35BAB0,51,0
6402,U35BB88,51,0
6403,U35BE54,9,0
6404,U35BF7A,60,1
6405,U35C1E4,54,1
6406,U35C3C6,40,0
6407,U35C441,60,1
6408,U35C50C,55,1
6409,U35C84F,51,0
6410,U35CC43,51,0
6411,U35D090,51,0
6412,U35D20C,34,0
6413,U35D3CB,53,1
6414,U35D51E,36,0
6415,U35D565,51,0
6416,U35DA95,57,1
6417,U35DE12,57,1
6418,U35DFB8,60,1
6419,U35E495,49,0
6420,U35E562,60,1
6421,U35E746,59,1
6422,U35E943,44,0
6423,U35E9F5,56,1
6424,U35EBF4,50,0
6425,U35EFF4,51,0
6426,U35F4D5,55,1
6427,U35F843,58,1
6428,U35FDB9,56,1
6429,U35FF7B,49,0
6430,U3604F1,60,1
6431,U36076B,51,0
6432,U360782,60,1
6433,U3609C7,59,1
6434,U360A13,34,0
6435,U360ABD,55,1
6436,U360E59,60,1
6437,U360F7D,52,1
6438,U361208,25,0
6439,U3616D5,57,1
6440,U361985,58,1
6441,U3619F5,46,0
6442,U361DE1,60,1
6443,U361F81,46,0
6444,U3620FF,60,1
6445,U36210D,60,1
6446,U3622B9,31,0
6447,U3623AC,22,0
6448,U3624A6,60,1
6449,U3628EE,11,0
6450,U36295A,13,0
6451,U362B9D,53,1
6452,U362E01,33,0
6453,U363253,60,1
6454,U363564,60,1
6455,U363691,60,1
6456,U363718,50,0
6457,U36389A,58,1
6458,U363E3C,56,1
6459,U36414E,39,0
6460,U364445,60,1
6461,U364493,59,1
6462,U364551,60,1
6463,U3649C6,52,1
6464,U364CF6,52,1
6465,U365022,17,0
6466,U365062,60,1
6467,U3650D2,54,1
6468,U36514A,43,0
6469,U365930,51,0
6470,U365A26,60,1
6471,U36607E,40,0
6472,U3665CC,52,1
6473,U36663D,60,1
6474,U3666C5,51,0
6475,U366BE7,60,1
6476,U366C3D,51,0
6477,U36708D,56,1
6478,U36716A,56,1
6479,U36737C,59,1
6480,U367385,60,1
6481,U3674A3,60,1
6482,U3675EB,51,0
6483,U36764F,60,1
6484,U367ACF,40,0
6485,U367AF7,60,1
6486,U367D86,58,1
6487,U368096,60,1
6488,U36830E,58,1
6489,U368393,60,1
6490,U3686AA,51,0
6491,U368895,41,0
6492,U36889D,53,1
6493,U368F17,58,1
6494,U369027,60,1
6495,U3694B9,44,0
6496,U3695F0,54,1
6497,U369616,53,1
6498,U369BA9,48,0
6499,U369C8C,41,0
6500,U369DE8,51,0
6501,U369E30,38,0
6502,U36A2A7,10,0
6503,U36AD26,51,0
6504,U36AE84,51,0
6505,U36B1CC,53,1
6506,U36B67E,58,1
6507,U36B6CF,58,1
6508,U36BA6C,59,1
6509,U36BC89,21,0
6510,U36BD52,51,0
6511,U36BD5C,60,1
6512,U36C096,31,0
6513,U36C097,60,1
6514,U36C1C8,54,1
6515,U36C284,31,0
6516,U36C3AC,59,1
6517,U36C882,44,0
6518,U36CB16,35,0
6519,U36CB64,60,1
6520,U36CCDA,51,0
6521,U36CE7E,56,1
6522,U36D0F3,55,1
6523,U36D649,7,0
6524,U36D70F,53,1
6525,U36DB82,55,1
6526,U36DC61,56,1
6527,U36E2D9,6,0
6528,U36E2F7,60,1
6529,U36E516,58,1
6530,U36E830,28,0
6531,U36ED13,59,1
6532,U36ED98,60,1
6533,U36EE90,59,1
6534,U36EFDF,57,1
6535,U36F2BE,51,0
6536,U36F2CB,50,0
6537,U36F619,52,1
6538,U36F6F5,51,0
6539,U36F731,57,1
6540,U36FD5C,60,1
6541,U36FE20,55,1
6542,U36FF96,51,0
6543,U370257,60,1
6544,U370544,28,0
6545,U370752,60,1
6546,U370940,54,1
6547,U370BC7,57,1
6548,U371073,59,1
6549,U371230,57,1
6550,U3712AD,45,0
6551,U371635,60,1
6552,U37175E,52,1
6553,U3717E3,59,1
6554,U3718B8,11,0
6555,U371A3F,51,0
6556,U371B20,53,1
6557,U371D21,51,0
6558,U371D40,58,1
6559,U371D73,60,1
6560,U371E22,51,0
6561,U371EB3,60,1
6562,U372139,58,1
6563,U372248,52,1
6564,U372392,60,1
6565,U372486,58,1
6566,U37253F,51,0
6567,U37265E,60,1
6568,U372681,57,1
6569,U3726AF,58,1
6570,U37285F,55,1
6571,U3728C7,57,1
6572,U3728FD,41,0
6573,U3729D9,51,0
6574,U372B86,31,0
6575,U372C4B,40,0
6576,U372FD0,57,1
6577,U3731FA,52,1
6578,U373292,36,0
6579,U37329B,60,1
6580,U3733B2,60,1
6581,U373B14,49,0
6582,U374000,53,1
6583,U3740E9,39,0
6584,U3742D4,51,0
6585,U374339,59,1
6586,U37438C,60,1
6587,U3745B3,58,1
6588,U3745F8,54,1
6589,U374B55,52,1
6590,U374E62,59,1
6591,U374E73,51,0
6592,U3750B0,60,1
6593,U3752B8,42,0
6594,U3754AC,52,1
6595,U3755E8,56,1
6596,U375644,51,0
6597,U3757EB,51,0
6598,U375835,51,0
6599,U375B53,51,0
6600,U375B79,56,1
6601,U375C38,51,0
6602,U37617F,57,1
6603,U37618D,22,0
6604,U37683A,51,0
6605,U376A6C,59,1
6606,U376B28,54,1
6607,U376C53,60,1
6608,U376F72,54,1
6609,U377087,55,1
6610,U37712A,60,1
6611,U3771C9,60,1
6612,U37723F,59,1
6613,U37732C,60,1
6614,U377471,53,1
6615,U37755B,60,1
6616,U37778E,51,0
6617,U3777A3,60,1
6618,U3779D1,60,1
6619,U377A40,13,0
6620,U378176,28,0
6621,U378268,57,1
6622,U3782F4,30,0
6623,U378311,56,1
6624,U37834C,60,1
6625,U3783A3,51,0
6626,U3783D3,53,1
6627,U3785F9,48,0
6628,U378996,44,0
6629,U378F2C,51,0
6630,U37969D,52,1
6631,U379A9E,56,1
6632,U37A2A3,59,1
6633,U37A3BE,58,1
6634,U37A4AA,51,0
6635,U37A4AC,60,1
6636,U37A9F1,42,0
6637,U37AC4A,51,0
6638,U37AD98,59,1
6639,U37ADB1,60,1
6640,U37B2B5,60,1
6641,U37B510,48,0
6642,U37B6B7,51,0
6643,U37BA19,59,1
6644,U37BB2E,39,0
6645,U37BC14,51,0
6646,U37BE2F,59,1
6647,U37BEBA,56,1
6648,U37C0B7,60,1
6649,U37C15D,45,0
6650,U37C1C1,57,1
6651,U37C1DD,60,1
6652,U37C53B,58,1
6653,U37C922,32,0
6654,U37CB2D,52,1
6655,U37CDB1,59,1
6656,U37CEAB,60,1
6657,U37CF2A,53,1
6658,U37D035,15,0
6659,U37D082,60,1
6660,U37D6DD,59,1
6661,U37D720,53,1
6662,U37DAE3,60,1
6663,U37DB67,60,1
6664,U37E1D1,10,0
6665,U37E50E,60,1
6666,U37E707,60,1
6667,U37E7EC,44,0
6668,U37EBD2,51,0
6669,U37EC4A,59,1
6670,U37EECA,56,1
6671,U37F136,57,1
6672,U37F586,59,1
6673,U37F5A4,53,1
6674,U37F8DF,49,0
6675,U37FB21,58,1
6676,U3802E9,55,1
6677,U380AAD,60,1
6678,U380ADA,51,0
6679,U381050,58,1
6680,U3816E8,58,1
6681,U381968,13,0
6682,U381C89,60,1
6683,U381D15,60,1
6684,U3823B5,51,0
6685,U382731,60,1
6686,U38275B,54,1
6687,U3827F8,51,0
6688,U383403,50,0
6689,U383720,57,1
6690,U3839EA,15,0
6691,U383B79,57,1
6692,U383E97,51,0
6693,U38440C,41,0
6694,U38444E,53,1
6695,U384833,51,0
6696,U384C4A,58,1
6697,U384CAE,60,1
6698,U384F9B,57,1
6699,U38515D,52,1
6700,U38541E,60,1
6701,U38560D,51,0
6702,U38569B,51,0
6703,U38570A,56,1
6704,U385A2E,59,1
6705,U385BAE,60,1
6706,U385C92,16,0
6707,U385F43,58,1
6708,U385FD3,58,1
6709,U386022,41,0
6710,U3860A4,60,1
6711,U3860CB,60,1
6712,U386278,60,1
6713,U3863A4,60,1
6714,U38657A,51,0
6715,U386697,38,0
6716,U386786,59,1
6717,U386969,42,0
6718,U386A42,54,1
6719,U386C9F,31,0
6720,U386E15,50,0
6721,U386F24,51,0
6722,U387011,60,1
6723,U387178,55,1
6724,U3871D7,60,1
6725,U38725D,59,1
6726,U387541,52,1
6727,U3881A0,13,0
6728,U3882D5,60,1
6729,U3885D6,51,0
6730,U3886E4,57,1
6731,U38877D,51,0
6732,U3888D6,60,1
6733,U388EDD,36,0
6734,U3890E3,38,0
6735,U389303,38,0
6736,U3894F6,60,1
6737,U389529,55,1
6738,U3895F9,51,0
6739,U3897D9,48,0
6740,U38998C,56,1
6741,U389A61,60,1
6742,U389A76,58,1
6743,U389AE7,59,1
6744,U38A82E,60,1
6745,U38A8CE,51,0
6746,U38A92D,51,0
6747,U38A95D,41,0
6748,U38A991,60,1
6749,U38B0EB,51,0
6750,U38B1A6,57,1
6751,U38B298,59,1
6752,U38B58A,48,0
6753,U38B5BA,45,0
6754,U38B7B0,51,0
6755,U38BA63,55,1
6756,U38BC09,60,1
6757,U38BC31,59,1
6758,U38BD17,55,1
6759,U38BE0C,58,1
6760,U38BE32,20,0
6761,U38C00B,57,1
6762,U38C0FF,51,0
6763,U38C299,55,1
6764,U38C7CA,37,0
6765,U38CEEA,56,1
6766,U38CFE7,57,1
6767,U38D1C2,51,0
6768,U38D1DE,60,1
6769,U38D473,30,0
6770,U38D6E5,51,0
6771,U38D82E,58,1
6772,U38DC29,58,1
6773,U38DEC2,57,1
6774,U38E0B5,60,1
6775,U38E0C7,60,1
6776,U38E94D,53,1
6777,U38E971,9,0
6778,U38EA39,53,1
6779,U38EB58,60,1
6780,U38EB6B,53,1
6781,U38EED1,57,1
6782,U38F083,60,1
6783,U38F089,60,1
6784,U38F0E7,26,0
6785,U38F3FD,58,1
6786,U38F976,59,1
6787,U38FA0E,57,1
6788,U38FB8D,60,1
6789,U390407,51,0
6790,U3905C8,60,1
6791,U390734,51,0
6792,U3909D6,60,1
6793,U390BE9,58,1
6794,U390C16,58,1
6795,U391105,40,0
6796,U391838,59,1
6797,U3918E0,59,1
6798,U391B8A,59,1
6799,U391CB6,58,1
6800,U391FCA,54,1
6801,U392699,20,0
6802,U3929D9,56,1
6803,U392E62,57,1
6804,U392EE0,60,1
6805,U392FE4,51,0
6806,U393077,56,1
6807,U3930B0,31,0
6808,U39324E,60,1
6809,U39352A,60,1
6810,U393530,57,1
6811,U39395A,53,1
6812,U3939C9,43,0
6813,U39420D,50,0
6814,U394400,58,1
6815,U3945DC,56,1
6816,U3946F7,51,0
6817,U394702,57,1
6818,U3948F7,51,0
6819,U39491F,43,0
6820,U39496D,59,1
6821,U394D6E,60,1
6822,U394EE0,60,1
6823,U395064,58,1
6824,U3950AF,59,1
6825,U39578C,60,1
6826,U395A91,29,0
6827,U395CBE,60,1
6828,U396095,17,0
6829,U396281,60,1
6830,U3963C8,57,1
6831,U396809,57,1
6832,U39684F,28,0
6833,U396B05,11,0
6834,U396B48,57,1
6835,U396B97,59,1
6836,U396DF3,59,1
6837,U3979AF,52,1
6838,U397A1D,46,0
6839,U397D9A,60,1
6840,U397DA2,51,0
6841,U3980B6,13,0
6842,U398745,60,1
6843,U3988CD,60,1
6844,U398F08,59,1
6845,U398F76,51,0
6846,U398FD4,53,1
6847,U3993B4,56,1
6848,U399599,57,1
6849,U399729,47,0
6850,U39A09A,56,1
6851,U39A27F,59,1
6852,U39A6B1,57,1
6853,U39A9F9,50,0
6854,U39AA5F,58,1
6855,U39AF8F,8,0
6856,U39B069,60,1
6857,U39B1D7,60,1
6858,U39B1EC,58,1
6859,U39B9C9,55,1
6860,U39BE8B,50,0
6861,U39C012,57,1
6862,U39C0F7,60,1
6863,U39C14B,14,0
6864,U39C28D,45,0
6865,U39C7F6,49,0
6866,U39C87C,56,1
6867,U39C9C3,53,1
6868,U39CC1A,44,0
6869,U39CF2E,59,1
6870,U39CF84,59,1
6871,U39D01E,54,1
6872,U39D0B4,47,0
6873,U39D15B,51,0
6874,U39D262,52,1
6875,U39D6DD,56,1
6876,U39D942,60,1
6877,U39DB6C,55,1
6878,U39E250,51,0
6879,U39E4C8,60,1
6880,U39E5FD,50,0
6881,U39E93B,43,0
6882,U39EAB0,59,1
6883,U39EE04,55,1
6884,U39F102,60,1
6885,U39F172,57,1
6886,U39F3CE,54,1
6887,U39F49F,60,1
6888,U39F645,60,1
6889,U39F675,58,1
6890,U39F85B,38,0
6891,U39F9A1,51,0
6892,U39FA0E,57,1
6893,U39FAC5,60,1
6894,U39FD8F,51,0
6895,U39FF6A,50,0
6896,U3A01DE,57,1
6897,U3A04D2,52,1
6898,U3A060B,60,1
6899,U3A0751,51,0
6900,U3A0A60,51,0
6901,U3A0D60,60,1
6902,U3A0E5E,59,1
6903,U3A11A9,60,1
6904,U3A13E3,60,1
6905,U3A13E7,53,1
6906,U3A142D,60,1
6907,U3A1441,58,1
6908,U3A15E3,41,0
6909,U3A17AF,60,1
6910,U3A1A9F,60,1
6911,U3A24A6,51,0
6912,U3A2589,57,1
6913,U3A267B,37,0
6914,U3A282C,60,1
6915,U3A2838,48,0
6916,U3A28A7,44,0
6917,U3A28C6,60,1
6918,U3A2A17,33,0
6919,U3A2AAD,57,1
6920,U3A2D22,23,0
6921,U3A3009,60,1
6922,U3A3BF0,60,1
6923,U3A3D83,51,0
6924,U3A42A2,55,1
6925,U3A43FA,58,1
6926,U3A44F0,31,0
6927,U3A4558,52,1
6928,U3A4693,34,0
6929,U3A48EF,35,0
6930,U3A495D,60,1
6931,U3A4A32,60,1
6932,U3A4B40,58,1
6933,U3A4CCB,60,1
6934,U3A4DCC,51,0
6935,U3A4F7B,60,1
6936,U3A5104,58,1
6937,U3A57BF,36,0
6938,U3A597A,60,1
6939,U3A6025,51,0
6940,U3A604E,51,0
6941,U3A6243,51,0
6942,U3A632B,39,0
6943,U3A645E,51,0
6944,U3A6666,4,0
6945,U3A694F,51,0
6946,U3A6A8F,0,0
6947,U3A6AE1,51,0
6948,U3A6BC0,60,1
6949,U3A6EFE,31,0
6950,U3A7384,51,0
6951,U3A73A4,53,1
6952,U3A74B4,57,1
6953,U3A79CD,8,0
6954,U3A7B86,60,1
6955,U3A7BEC,11,0
6956,U3A7C42,53,1
6957,U3A80C5,60,1
6958,U3A821E,33,0
6959,U3A8297,59,1
6960,U3A88A8,60,1
6961,U3A8B33,6,0
6962,U3A8CAB,51,0
6963,U3A9013,51,0
6964,U3A925D,55,1
6965,U3A92F6,59,1
6966,U3A9339,60,1
6967,U3A93E7,2,0
6968,U3A9668,40,0
6969,U3A980A,40,0
6970,U3A9E91,51,0
6971,U3AA426,48,0
6972,U3AA438,51,0
6973,U3AA684,49,0
6974,U3AA815,51,0
6975,U3AA8A3,58,1
6976,U3AAB98,59,1
6977,U3AABBB,54,1
6978,U3AAE29,55,1
6979,U3AB12E,51,0
6980,U3AB1DC,56,1
6981,U3AB5BB,51,0
6982,U3ABE5F,51,0
6983,U3ABE9B,58,1
6984,U3AC061,52,1
6985,U3AC36C,54,1
6986,U3AC570,55,1
6987,U3ACEE0,55,1
6988,U3AD066,56,1
6989,U3AD0C9,59,1
6990,U3AD297,49,0
6991,U3AD558,58,1
6992,U3AD72D,53,1
6993,U3AD8EB,51,0
6994,U3ADA8B,43,0
6995,U3ADF42,60,1
6996,U3AE134,60,1
6997,U3AE229,60,1
6998,U3AE24A,60,1
6999,U3AE273,51,0
7000,U3AE6E4,60,1
7001,U3AE75C,60,1
7002,U3AE8B9,54,1
7003,U3AEAD3,51,0
7004,U3AEF4E,24,0
7005,U3AEFB8,59,1
7006,U3AF1DB,49,0
7007,U3AF357,55,1
7008,U3AF41E,59,1
7009,U3AF53B,60,1
7010,U3AF714,0,0
7011,U3AF902,55,1
7012,U3AFA06,32,0
7013,U3AFA1F,52,1
7014,U3AFF3B,51,0
7015,U3B0027,57,1
7016,U3B020A,55,1
7017,U3B02C0,55,1
7018,U3B05E6,51,0
7019,U3B083B,22,0
7020,U3B0BEE,55,1
7021,U3B0CBD,56,1
7022,U3B0D45,60,1
7023,U3B0FF3,41,0
7024,U3B118C,51,0
7025,U3B11F5,56,1
7026,U3B1260,57,1
7027,U3B14E7,60,1
7028,U3B1618,60,1
7029,U3B161A,51,0
7030,U3B1660,59,1
7031,U3B1695,54,1
7032,U3B1737,7,0
7033,U3B1C2A,60,1
7034,U3B1D31,60,1
7035,U3B1E61,51,0
7036,U3B21A9,53,1
7037,U3B2529,59,1
7038,U3B257F,60,1
7039,U3B27CD,57,1
7040,U3B2962,11,0
7041,U3B2A72,60,1
7042,U3B2B1A,51,0
7043,U3B2E31,58,1
7044,U3B3236,60,1
7045,U3B3498,51,0
7046,U3B362B,58,1
7047,U3B3AB7,57,1
7048,U3B3BDA,55,1
7049,U3B3DDA,60,1
7050,U3B3F02,60,1
7051,U3B41F1,51,0
7052,U3B4402,50,0
7053,U3B469F,47,0
7054,U3B4743,54,1
7055,U3B4979,60,1
7056,U3B4A97,12,0
7057,U3B4CF6,51,0
7058,U3B5085,58,1
7059,U3B53EC,60,1
7060,U3B56FC,59,1
7061,U3B57C6,60,1
7062,U3B5A12,57,1
7063,U3B5A55,51,0
7064,U3B5ABC,54,1
7065,U3B5B8F,57,1
7066,U3B5D18,55,1
7067,U3B5FDE,57,1
7068,U3B60B5,59,1
7069,U3B617F,51,0
7070,U3B6454,50,0
7071,U3B6535,60,1
7072,U3B6714,60,1
7073,U3B67CE,56,1
7074,U3B6D28,45,0
7075,U3B6DA5,55,1
7076,U3B6FD6,47,0
7077,U3B70CA,34,0
7078,U3B72C8,56,1
7079,U3B74C2,18,0
7080,U3B7A49,59,1
7081,U3B7D06,51,0
7082,U3B7D8B,60,1
7083,U3B7E27,60,1
7084,U3B7F54,27,0
7085,U3B7F56,60,1
7086,U3B7F79,51,0
7087,U3B7FB6,60,1
7088,U3B8076,51,0
7089,U3B80F9,41,0
7090,U3B82EE,49,0
7091,U3B83C0,58,1
7092,U3B83FA,51,0
7093,U3B866D,58,1
7094,U3B8A54,13,0
7095,U3B8A8B,58,1
7096,U3B8B1D,52,1
7097,U3B8B5B,60,1
7098,U3B9269,48,0
7099,U3B977C,31,0
7100,U3B9796,51,0
7101,U3B97CD,58,1
7102,U3B98D2,52,1
7103,U3B98E4,57,1
7104,U3B9DB9,60,1
7105,U3B9E83,60,1
7106,U3BA067,56,1
7107,U3BA321,56,1
7108,U3BA53E,51,0
7109,U3BA571,50,0
7110,U3BA57F,56,1
7111,U3BA627,52,1
7112,U3BA8F0,60,1
7113,U3BAC74,51,0
7114,U3BAEC9,51,0
7115,U3BAFF2,55,1
7116,U3BB200,59,1
7117,U3BB2B4,58,1
7118,U3BB443,49,0
7119,U3BBB75,60,1
7120,U3BC176,17,0
7121,U3BC29A,58,1
7122,U3BC488,56,1
7123,U3BC5EB,60,1
7124,U3BC629,58,1
7125,U3BC7C1,35,0
7126,U3BC7D6,51,0
7127,U3BCFD4,52,1
7128,U3BD584,51,0
7129,U3BDBD5,60,1
7130,U3BDE21,60,1
7131,U3BDEE8,60,1
7132,U3BDEF3,53,1
7133,U3BE4AE,56,1
